ID;Superkingdom;Kingdom;Subkingdom;Infrakingdom;Superphylum;Phylum;Subphylum;Infraphylum;Parvphylum;Superclass;Class;Subclass;Infraclass;Superorder;Order;Family;BHL;BOLD;EOL;GBIF;NCBI;GGBN;BHL_Percentile;BOLD_Percentile;EOL_Percentile;GBIF_Percentile;NCBI_Percentile;GGBN_Percentile;GGI score;Reference
Passeriformes-Dicaeidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Dicaeidae;658;24;42;18;495;0;94;81;96;45;81;0;66;Gill & Donsker (Eds.), 2014
Passeriformes-Dicruridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Dicruridae;798;18;47;128540;1310;0;95;79;96;97;87;0;76;Gill & Donsker (Eds.), 2014
Passeriformes-Donacobiidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Donacobiidae;0;0;1;0;0;0;0;0;59;0;0;0;10;Gill & Donsker (Eds.), 2014
Passeriformes-Dulidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Dulidae;77;0;1;2132;0;0;76;0;59;77;0;0;36;Gill & Donsker (Eds.), 2014
Passeriformes-Emberizidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Emberizidae;549;1197;394;14690490;152611;25;93;99;100;100;99;99;98;Gill & Donsker (Eds.), 2014
Passeriformes-Erythrocercidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Erythrocercidae;0;0;2;621;0;0;0;0;71;68;0;0;23;Gill & Donsker (Eds.), 2014
Passeriformes-Estrildidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Estrildidae;568;42;116;628155;79710;0;93;84;99;99;97;0;79;Gill & Donsker (Eds.), 2014
Passeriformes-Eupetidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Eupetidae;21;0;15;94002;0;0;63;0;91;97;0;0;42;Gill & Donsker (Eds.), 2014
Passeriformes-Eurylaimidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Eurylaimidae;251;2;18;8176;150;0;87;64;92;86;71;0;67;Gill & Donsker (Eds.), 2014
Passeriformes-Formicariidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Formicariidae;1159;54;78;39326;716;2;96;86;98;94;84;95;92;Gill & Donsker (Eds.), 2014
Passeriformes-Fringillidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Fringillidae;4282;585;738;10657202;854250;1;100;98;100;100;100;93;98;Gill & Donsker (Eds.), 2014
Passeriformes-Furnariidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Furnariidae;663;759;281;333483;5917;0;94;98;100;99;92;0;81;Gill & Donsker (Eds.), 2014
Passeriformes-Grallariidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Grallariidae;7;0;48;0;91;0;53;0;96;0;66;0;36;Gill & Donsker (Eds.), 2014
Passeriformes-Hirundinidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Hirundinidae;2577;235;78;5458434;2656;1;99;94;98;100;90;93;96;Gill & Donsker (Eds.), 2014
Passeriformes-Hyliotidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Hyliotidae;0;0;2;0;0;0;0;0;71;0;0;0;12;Gill & Donsker (Eds.), 2014
Passeriformes-Hylocitreidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Hylocitreidae;0;0;1;0;0;0;0;0;59;0;0;0;10;Gill & Donsker (Eds.), 2014
Passeriformes-Hypocoliidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Hypocoliidae;1;1;1;0;0;0;42;60;59;0;0;0;27;Gill & Donsker (Eds.), 2014
Passeriformes-Icteridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Icteridae;2150;353;103;7907151;3354;4;98;96;98;100;91;96;97;Gill & Donsker (Eds.), 2014
Passeriformes-Irenidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Irenidae;101;2;12;10736;365;0;79;64;89;88;79;0;67;Gill & Donsker (Eds.), 2014
Passeriformes-Laniidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Laniidae;2204;114;30;963678;1097;2;98;90;94;100;86;95;94;Gill & Donsker (Eds.), 2014
Passeriformes-Leiothrichidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Leiothrichidae;0;0;114;2048;8;0;0;0;99;76;40;0;36;Gill & Donsker (Eds.), 2014
Passeriformes-Locustellidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Locustellidae;1;0;44;30;275;0;42;0;96;47;76;0;44;Gill & Donsker (Eds.), 2014
Passeriformes-Machaerirhynchidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Machaerirhynchidae;0;0;2;0;0;0;0;0;71;0;0;0;12;Gill & Donsker (Eds.), 2014
Passeriformes-Macrosphenidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Macrosphenidae;0;0;15;1086;0;0;0;0;91;72;0;0;27;Gill & Donsker (Eds.), 2014
Passeriformes-Malaconotidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Malaconotidae;37;7;52;202739;474;0;69;74;96;98;81;0;70;Gill & Donsker (Eds.), 2014
Passeriformes-Maluridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Maluridae;111;13;26;451270;5967;0;80;78;94;99;92;0;74;Gill & Donsker (Eds.), 2014
Passeriformes-Melanocharitidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Melanocharitidae;0;0;5;4499;44;0;0;0;81;82;59;0;37;Gill & Donsker (Eds.), 2014
Passeriformes-Melanopareiidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Melanopareiidae;0;0;4;0;0;0;0;0;79;0;0;0;14;Gill & Donsker (Eds.), 2014
Passeriformes-Meliphagidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Meliphagidae;1278;18;127;2452592;1929;0;97;79;99;100;89;0;77;Gill & Donsker (Eds.), 2014
Passeriformes-Menuridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Menuridae;400;3;3;24462;96;0;91;67;76;92;67;0;65;Gill & Donsker (Eds.), 2014
Passeriformes-Mimidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Mimidae;668;128;35;3240650;2264;0;94;91;95;100;89;0;78;Gill & Donsker (Eds.), 2014
Passeriformes-Mohoidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Mohoidae;0;0;5;5;32;0;0;0;81;40;55;0;30;Gill & Donsker (Eds.), 2014
Passeriformes-Mohouidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Mohouidae;0;0;3;5;0;0;0;0;76;40;0;0;20;Gill & Donsker (Eds.), 2014
Passeriformes-Monarchidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Monarchidae;95;43;85;587063;2167;0;79;85;98;99;89;0;75;Gill & Donsker (Eds.), 2014
Passeriformes-Motacillidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Motacillidae;1748;215;61;2815886;2176;0;98;94;97;100;89;0;80;Gill & Donsker (Eds.), 2014
Passeriformes-Muscicapidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Muscicapidae;2520;917;298;3866024;74502;0;99;99;100;100;97;0;82;Gill & Donsker (Eds.), 2014
Passeriformes-Nectariniidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Nectariniidae;1230;124;135;407328;2033;0;97;90;99;99;89;0;79;Gill & Donsker (Eds.), 2014
Passeriformes-Neosittidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Neosittidae;20;0;3;35967;0;0;63;0;76;94;0;0;39;Gill & Donsker (Eds.), 2014
Passeriformes-Nicatoridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Nicatoridae;0;0;1;0;0;0;0;0;59;0;0;0;10;Gill & Donsker (Eds.), 2014
Passeriformes-Notiomystidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Notiomystidae;0;0;1;0;149;0;0;0;59;0;71;0;22;Gill & Donsker (Eds.), 2014
Passeriformes-Oriolidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Oriolidae;1056;21;28;217771;534;0;96;80;94;98;82;0;75;Gill & Donsker (Eds.), 2014
Passeriformes-Orthonychidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Orthonychidae;29;0;3;7982;88;0;66;0;76;86;66;0;49;Gill & Donsker (Eds.), 2014
Passeriformes-Pachycephalidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pachycephalidae;71;10;26;105;2456;0;76;76;94;54;90;0;65;Gill & Donsker (Eds.), 2014
Passeriformes-Panuridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Panuridae;58;0;1;2;0;0;73;0;59;37;0;0;28;Gill & Donsker (Eds.), 2014
Passeriformes-Paradisaeidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Paradisaeidae;285;0;40;23231;223;0;88;0;95;92;74;0;58;Gill & Donsker (Eds.), 2014
Passeriformes-Paramythiidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Paramythiidae;21;0;7;755;24;0;63;0;85;69;52;0;45;Gill & Donsker (Eds.), 2014
Passeriformes-Pardalotidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pardalotidae;18;3;62;1335920;309;0;62;67;97;100;78;0;67;Gill & Donsker (Eds.), 2014
Passeriformes-Paridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Paridae;2479;605;57;9836727;35407;1;99;98;97;100;95;93;97;Gill & Donsker (Eds.), 2014
Passeriformes-Parulidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Parulidae;534;741;115;9174220;8056;11;93;98;99;100;93;98;97;Gill & Donsker (Eds.), 2014
Passeriformes-Passeridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Passeridae;243;153;59;3605027;3772;0;87;92;97;100;91;0;78;Gill & Donsker (Eds.), 2014
Passeriformes-Pellorneidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pellorneidae;0;0;43;0;0;0;0;0;96;0;0;0;16;Gill & Donsker (Eds.), 2014
Passeriformes-Petroicidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Petroicidae;8;91;41;386433;1336;0;54;89;95;99;87;0;71;Gill & Donsker (Eds.), 2014
Passeriformes-Peucedramidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Peucedramidae;1;3;1;7900;0;0;42;67;59;86;0;0;43;Gill & Donsker (Eds.), 2014
Passeriformes-Phylloscopidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Phylloscopidae;3;0;57;0;57;0;47;0;97;0;61;0;34;Gill & Donsker (Eds.), 2014
Passeriformes-Picathartidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Picathartidae;3;0;4;1306;69;0;47;0;79;73;63;0;44;Gill & Donsker (Eds.), 2014
Passeriformes-Pipridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pipridae;929;314;56;68983;203193;0;96;95;97;96;99;0;80;Gill & Donsker (Eds.), 2014
Passeriformes-Pittidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pittidae;925;5;31;17813;2289;1;96;71;94;90;90;93;89;Gill & Donsker (Eds.), 2014
Passeriformes-Pityriaseidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pityriaseidae;0;0;1;0;0;0;0;0;59;0;0;0;10;Gill & Donsker (Eds.), 2014
Passeriformes-Platysteiridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Platysteiridae;25;10;18;46500;495;0;65;76;92;95;81;0;68;Gill & Donsker (Eds.), 2014
Passeriformes-Ploceidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Ploceidae;1923;22;108;750630;722;1;98;81;98;100;84;93;92;Gill & Donsker (Eds.), 2014
Passeriformes-Pnoepygidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pnoepygidae;0;0;3;0;0;0;0;0;76;0;0;0;13;Gill & Donsker (Eds.), 2014
Passeriformes-Polioptilidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Polioptilidae;31;34;14;24;1038;0;67;83;90;46;86;0;62;Gill & Donsker (Eds.), 2014
Passeriformes-Pomatostomidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pomatostomidae;2;0;5;95164;0;0;46;0;81;97;0;0;38;Gill & Donsker (Eds.), 2014
Passeriformes-Prionopidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Prionopidae;297;5;11;0;125;0;88;71;88;0;69;0;53;Gill & Donsker (Eds.), 2014
Passeriformes-Promeropidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Promeropidae;173;0;2;0;0;0;84;0;71;0;0;0;26;Gill & Donsker (Eds.), 2014
Passeriformes-Prunellidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Prunellidae;134;27;12;474599;0;0;82;82;89;99;0;0;59;Gill & Donsker (Eds.), 2014
Passeriformes-Psophodidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Psophodidae;0;0;13;1;108;0;0;0;90;35;68;0;32;Gill & Donsker (Eds.), 2014
Passeriformes-Ptilogonatidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Ptilogonatidae;130;6;4;79778;0;0;81;73;79;96;0;0;55;Gill & Donsker (Eds.), 2014
Passeriformes-Ptilonorhynchidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Ptilonorhynchidae;222;2;19;78308;343;0;86;64;92;96;78;0;70;Gill & Donsker (Eds.), 2014
Passeriformes-Pycnonotidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Pycnonotidae;914;279;107;320181;3616;0;95;95;98;99;91;0;80;Gill & Donsker (Eds.), 2014
Passeriformes-Regulidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Regulidae;169;85;6;2263939;0;0;84;89;83;100;0;0;59;Gill & Donsker (Eds.), 2014
Passeriformes-Remizidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Remizidae;77;14;10;130583;105;0;76;78;88;97;67;0;68;Gill & Donsker (Eds.), 2014
Passeriformes-Rhinocryptidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Rhinocryptidae;211;20;55;27494;513;0;86;80;96;92;81;0;73;Gill & Donsker (Eds.), 2014
Passeriformes-Rhipiduridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Rhipiduridae;7;65;30;634062;146;0;53;87;94;99;70;0;67;Gill & Donsker (Eds.), 2014
Passeriformes-Scotocercidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Scotocercidae;0;0;1;0;0;0;0;0;59;0;0;0;10;Gill & Donsker (Eds.), 2014
Passeriformes-Sittidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Sittidae;981;68;25;3008298;2197;2;96;87;93;100;89;95;93;Gill & Donsker (Eds.), 2014
Passeriformes-Stenostiridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Stenostiridae;0;0;9;0;214;0;0;0;87;0;74;0;27;Gill & Donsker (Eds.), 2014
Passeriformes-Sturnidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Sturnidae;1931;239;105;4016806;1650;2;98;94;98;100;88;95;96;Gill & Donsker (Eds.), 2014
Passeriformes-Sylviidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Sylviidae;2320;530;512;5108222;8370;2;98;97;100;100;93;95;97;Gill & Donsker (Eds.), 2014
Passeriformes-Tephrodornithidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Tephrodornithidae;0;0;5;0;0;0;0;0;81;0;0;0;14;Gill & Donsker (Eds.), 2014
Passeriformes-Thamnophilidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Thamnophilidae;89;618;180;213877;5793;0;78;98;99;98;92;0;78;Gill & Donsker (Eds.), 2014
Passeriformes-Thraupidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Thraupidae;521;290;426;1249627;885;0;92;95;100;100;85;0;79;Gill & Donsker (Eds.), 2014
Passeriformes-Tichodromidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Tichodromidae;3;1;1;0;0;0;47;60;59;0;0;0;28;Gill & Donsker (Eds.), 2014
Passeriformes-Timaliidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Timaliidae;483;396;226;11427;9895;0;92;96;100;88;93;0;78;Gill & Donsker (Eds.), 2014
Passeriformes-Tityridae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Tityridae;2;0;34;0;84;0;46;0;95;0;65;0;34;Gill & Donsker (Eds.), 2014
Passeriformes-Troglodytidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Troglodytidae;1335;246;81;4044460;1468;1;97;94;98;100;88;93;95;Gill & Donsker (Eds.), 2014
Passeriformes-Turdidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Turdidae;3080;557;243;9105856;6782;10;99;97;100;100;92;98;98;Gill & Donsker (Eds.), 2014
Passeriformes-Tyrannidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Tyrannidae;2732;1209;436;5217999;4982;24;99;99;100;100;92;99;98;Gill & Donsker (Eds.), 2014
Passeriformes-Urocynchramidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Urocynchramidae;1;0;1;0;0;0;42;0;59;0;0;0;17;Gill & Donsker (Eds.), 2014
Passeriformes-Vangidae;Eukaryota;Animalia;Bilateria;Deuterostomia;;Chordata;Vertebrata;Gnathostomata;;Tetrapoda;Aves;Neornithes;Neognathae;Neoaves;Passeriformes;Vangidae;130;13;36;4017;294;0;81;78;95;81;77;0;69;Gill & Donsker (Eds.), 2014
